"age"  "type_employer"  "education"  "marital"  "occupation"  "relationship"  "race"  "sex"  "capital_gain"  "capital_loss"  "hr_per_week"  "income"
75  " Private"  " Assoc-voc"  " Widowed"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  20  "low"
65  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
35  " Private"  " 11th"  " Separated"  " Transport-moving"  " Not-in-family"  " Black"  " Male"  "Low"  "None"  40  "low"
41  " Private"  " HS-grad"  " Divorced"  " Sales"  " Unmarried"  " Black"  " Female"  "None"  "None"  38  "low"
25  " Private"  " Some-college"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  42  "low"
33  " Private"  " Some-college"  " Divorced"  " Craft-repair"  " Other-relative"  " Other"  " Female"  "None"  "None"  40  "low"
28  " Private"  " Prof-school"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  55  "high"
59  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
40  " State-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  38  "low"
41  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  50  "high"
38  " Local-gov"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  70  "high"
23  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
40  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
41  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Wife"  " White"  " Female"  "None"  "None"  20  "low"
24  " State-gov"  " Assoc-acdm"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "None"  "None"  50  "low"
38  " Private"  " Some-college"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "Low"  40  "low"
58  " Private"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
32  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  34  "low"
40  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "High"  60  "high"
41  " Private"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
42  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " Black"  " Female"  "None"  "None"  40  "low"
59  " Local-gov"  " 10th"  " Widowed"  " Other-service"  " Unmarried"  " Black"  " Female"  "None"  "None"  30  "low"
19  " Local-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
58  " Private"  " Some-college"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  20  "low"
42  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  40  "high"
20  " Private"  " HS-grad"  " Never-married"  " Other-service"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
32  " Private"  " HS-grad"  " Separated"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  30  "low"
45  " Private"  " Assoc-voc"  " Widowed"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  45  "low"
50  " Private"  " 7th-8th"  " Divorced"  " Craft-repair"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " Bachelors"  " Divorced"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
45  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  60  "low"
17  " Private"  " 11th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  12  "low"
59  " Private"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "Low"  "None"  40  "low"
26  " Private"  " 11th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
37  " Self-emp-inc"  " Some-college"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Asian-Pac-Islander"  " Male"  "None"  "None"  75  "high"
64  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
33  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  45  "low"
33  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Wife"  " White"  " Female"  "None"  "None"  40  "high"
61  " Private"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
17  " Private"  " 9th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "Low"  "None"  24  "low"
50  " Self-emp-not-inc"  " Masters"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "Low"  "None"  98  "low"
27  " Local-gov"  " Masters"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Male"  "None"  "None"  35  "low"
30  " Private"  " HS-grad"  " Divorced"  " Prof-specialty"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
43  " Private"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
44  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
35  " Private"  " Some-college"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
25  " Private"  " Some-college"  " Never-married"  " Tech-support"  " Own-child"  " White"  " Female"  "None"  "None"  40  "low"
24  " Private"  " Some-college"  " Married-civ-spouse"  " Machine-op-inspct"  " Wife"  " White"  " Female"  "Low"  "None"  48  "high"
22  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  15  "low"
42  " Local-gov"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
34  " Private"  " Assoc-acdm"  " Divorced"  " Sales"  " Unmarried"  " Black"  " Female"  "None"  "None"  45  "low"
60  " Private"  " Bachelors"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  42  "low"
21  " Private"  " HS-grad"  " Never-married"  " Handlers-cleaners"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
57  " Federal-gov"  " Masters"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "High"  "None"  40  "high"
41  " Private"  " Prof-school"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  60  "high"
50  " Private"  " Some-college"  " Divorced"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
25  " Private"  " Bachelors"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
50  " Private"  " 7th-8th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " Bachelors"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
31  " Private"  " HS-grad"  " Divorced"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
29  " Local-gov"  " Bachelors"  " Never-married"  " Protective-serv"  " Not-in-family"  " White"  " Male"  "None"  "None"  56  "low"
21  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  45  "low"
27  " Private"  " Bachelors"  " Never-married"  " Tech-support"  " Unmarried"  " Black"  " Female"  "None"  "None"  40  "low"
65  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  16  "low"
37  " Self-emp-inc"  " Bachelors"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  60  "low"
24  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Own-child"  " White"  " Male"  "None"  "None"  40  "low"
38  " Private"  " HS-grad"  " Divorced"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  80  "low"
48  " Private"  " Bachelors"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "High"  "None"  40  "high"
21  " Private"  " Some-college"  " Never-married"  " Other-service"  " Not-in-family"  " Asian-Pac-Islander"  " Female"  "None"  "None"  25  "low"
31  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "high"
55  " Private"  " HS-grad"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
24  " Private"  " Some-college"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " Asian-Pac-Islander"  " Female"  "None"  "None"  40  "low"
43  " Private"  " HS-grad"  " Divorced"  " Adm-clerical"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
26  " Private"  " Assoc-acdm"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
46  " Private"  " Assoc-acdm"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Female"  "None"  "None"  33  "low"
35  " Private"  " Assoc-acdm"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
41  " Self-emp-inc"  " Some-college"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  54  "high"
26  " Private"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
34  " Private"  " Masters"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " Asian-Pac-Islander"  " Male"  "Low"  "None"  35  "high"
36  " Self-emp-not-inc"  " Bachelors"  " Divorced"  " Prof-specialty"  " Not-in-family"  " Black"  " Female"  "None"  "None"  40  "high"
22  " Private"  " Some-college"  " Never-married"  " Sales"  " Own-child"  " White"  " Male"  "None"  "None"  15  "low"
24  " Private"  " Some-college"  " Never-married"  " Machine-op-inspct"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
77  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
22  " Private"  " 5th-6th"  " Married-civ-spouse"  " Machine-op-inspct"  " Other-relative"  " White"  " Female"  "None"  "None"  40  "low"
29  " Private"  " Some-college"  " Never-married"  " Tech-support"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
62  " Private"  " HS-grad"  " Widowed"  " Other-service"  " Not-in-family"  " White"  " Female"  "None"  "None"  24  "low"
39  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
43  " Private"  " Some-college"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "Low"  50  "low"
35  " Private"  " HS-grad"  " Divorced"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "None"  "None"  45  "low"
29  " Private"  " 11th"  " Never-married"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  40  "low"
76  " Self-emp-not-inc"  " Masters"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  10  "low"
63  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Farming-fishing"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
43  " Private"  " Some-college"  " Married-civ-spouse"  " Prof-specialty"  " Wife"  " White"  " Female"  "None"  "Low"  50  "high"
58  " Self-emp-not-inc"  " HS-grad"  " Married-civ-spouse"  " Handlers-cleaners"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
66  " Private"  " HS-grad"  " Never-married"  " Transport-moving"  " Not-in-family"  " White"  " Male"  "Low"  "None"  55  "low"
41  " Private"  " Some-college"  " Never-married"  " Craft-repair"  " Not-in-family"  " Black"  " Male"  "None"  "None"  45  "low"
26  " Private"  " Bachelors"  " Never-married"  " Adm-clerical"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
47  " Private"  " Assoc-voc"  " Never-married"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
55  " Local-gov"  " 10th"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
53  " Private"  " HS-grad"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
17  " Private"  " 5th-6th"  " Never-married"  " Other-service"  " Other-relative"  " White"  " Male"  "None"  "None"  48  "low"
30  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Other-relative"  " White"  " Male"  "None"  "None"  40  "low"
49  " Private"  " Masters"  " Never-married"  " Prof-specialty"  " Not-in-family"  " White"  " Male"  "None"  "None"  60  "low"
19  " Private"  " HS-grad"  " Never-married"  " Sales"  " Unmarried"  " Black"  " Male"  "None"  "None"  30  "low"
45  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
26  " Private"  " Assoc-acdm"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  40  "low"
38  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
36  " State-gov"  " HS-grad"  " Married-civ-spouse"  " Protective-serv"  " Husband"  " White"  " Male"  "Low"  "None"  40  "high"
33  " Private"  " HS-grad"  " Never-married"  " Farming-fishing"  " Not-in-family"  " White"  " Male"  "None"  "None"  20  "low"
22  " State-gov"  " Some-college"  " Never-married"  " Protective-serv"  " Own-child"  " Black"  " Female"  "None"  "None"  40  "low"
43  " Self-emp-not-inc"  " Bachelors"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  42  "low"
56  " Private"  " Assoc-acdm"  " Married-spouse-absent"  " Other-service"  " Not-in-family"  " White"  " Male"  "None"  "None"  25  "low"
31  " Private"  " Bachelors"  " Never-married"  " Prof-specialty"  " Own-child"  " White"  " Male"  "None"  "None"  25  "low"
33  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
26  " Private"  " HS-grad"  " Married-civ-spouse"  " Other-service"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
33  " Private"  " Bachelors"  " Married-civ-spouse"  " Exec-managerial"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
46  " Local-gov"  " 11th"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  30  "low"
38  " Federal-gov"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
65  " Private"  " 11th"  " Widowed"  " Other-service"  " Unmarried"  " Other"  " Male"  "None"  "None"  40  "low"
40  " Private"  " Assoc-voc"  " Married-civ-spouse"  " Tech-support"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
42  " Private"  " HS-grad"  " Married-civ-spouse"  " Adm-clerical"  " Wife"  " White"  " Female"  "None"  "None"  35  "low"
26  " Self-emp-not-inc"  " 9th"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
36  " Private"  " 10th"  " Married-civ-spouse"  " Other-service"  " Wife"  " White"  " Female"  "None"  "None"  24  "low"
62  " Private"  " Masters"  " Married-civ-spouse"  " Prof-specialty"  " Husband"  " White"  " Male"  "None"  "None"  40  "high"
43  " Private"  " Bachelors"  " Married-civ-spouse"  " Transport-moving"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
43  " Private"  " Bachelors"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Male"  "None"  "Low"  45  "high"
22  " Private"  " HS-grad"  " Married-spouse-absent"  " Sales"  " Not-in-family"  " White"  " Male"  "None"  "None"  55  "low"
28  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Husband"  " White"  " Male"  "None"  "None"  40  "low"
56  " Self-emp-not-inc"  " Some-college"  " Married-civ-spouse"  " Sales"  " Husband"  " White"  " Male"  "None"  "None"  45  "low"
22  " Private"  " Assoc-acdm"  " Never-married"  " Sales"  " Not-in-family"  " White"  " Female"  "None"  "None"  15  "low"
57  " Private"  " Bachelors"  " Divorced"  " Exec-managerial"  " Not-in-family"  " White"  " Female"  "None"  "None"  45  "high"
39  " Private"  " HS-grad"  " Divorced"  " Sales"  " Unmarried"  " White"  " Female"  "None"  "None"  40  "low"
26  " Federal-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Unmarried"  " White"  " Female"  "None"  "None"  15  "low"
17  " Private"  " 11th"  " Never-married"  " Other-service"  " Own-child"  " White"  " Male"  "None"  "None"  10  "low"
40  " State-gov"  " Assoc-voc"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " White"  " Male"  "None"  "None"  38  "high"
45  " Private"  " HS-grad"  " Married-civ-spouse"  " Machine-op-inspct"  " Husband"  " Black"  " Male"  "None"  "None"  40  "low"
44  " Private"  " HS-grad"  " Never-married"  " Craft-repair"  " Not-in-family"  " Black"  " Male"  "None"  "None"  40  "low"
20  " Local-gov"  " Some-college"  " Never-married"  " Adm-clerical"  " Own-child"  " White"  " Female"  "None"  "None"  10  "low"
33  " Private"  " HS-grad"  " Married-civ-spouse"  " Craft-repair"  " Wife"  " White"  " Female"  "None"  "None"  40  "low"
